"","sample","treename","in_final_tree","in_all_tree","in_internal_tree","type","dataType","inTopoConstraint","type2","reason"
"200","UMMZ_200750",NA,FALSE,FALSE,FALSE,"rablab_sqcl2",NA,FALSE,"new","bad_quality"
"201","GRCOLLI26431","Chironius_carinatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"202","GRCOLLI26131","Chironius_exoletus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"203","CHUNB40091","Chironius_flavolineatus",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"204","CHUNB68954","Chironius_fuscus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"205","CHUNB50782","Chironius_laurenti",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"206","TJC1654","Chironius_monticola",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"207","UMMZ_245049","Chironius_multiventris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"208","GRCOLLI25680","Chironius_quadricarinatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"209","TJC1166","Chironius_scurrulus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"210","RAP0433","Chrysopelea_ornata",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"211","HERP8135","Chrysopelea_pelias",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"212","RAP0538","Chrysopelea_taprobanica",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"213","CHUNB64757","Clelia_plumbea",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"214","FTB2236","Coelognathus_erythrurus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"215","UMMZ_201910","Coelognathus_flavolineatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"216","FTB2924","Coelognathus_helena",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"217","I0074","Coelognathus_radiatus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"218","I0071","Coelognathus_subradiatus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"219","UMMZ_225436","Masticophis_bilineatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"220","UMMZ_240711","Coluber_constrictor",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"221","DBS395",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"222","TJC933","Coniophanes_imperialis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"223","MVZ_Herp_263775","Coniophanes_piceivittis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"224","TJC781","Coniophanes_schmidti",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"225","UMFS_7743","Contia_tenuis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"226","FTB2891","Coronella_austriaca",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"227","FTB2884","Coronella_girondica",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"228","HERP5542","Crotaphopeltis_hippocrepis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"229","TJC1354","Dasypeltis_abyssina",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"230","RAP0455","Dendrelaphis_bifrenalis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"231","CHUNB56581","Phyllopezus_periosus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"232","FK_2719","Dendrelaphis_caudolineatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"233","RAP0508",NA,FALSE,FALSE,FALSE,"pyron_sqcl2_2",NA,FALSE,"new","bad_quality"
"234","CAS_221428","Dendrelaphis_cyanochloris",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"235","CAS_247798","Dendrelaphis_formosus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"236","UMMZ_242522","Dendrelaphis_gastrostictus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"237","HERP8136","Dendrelaphis_kopsteini",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"238","UMMZ_244036","Dendrelaphis_punctulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"239","RAP0477","Dendrelaphis_schokari",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"240","CAS_247462","Dendrelaphis_striatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"241","CAS_214028","Dendrelaphis_subocularis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"242","RAP0492","Dendrelaphis_tristis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"243","CAS_208429","Dendrelaphis_walli",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"244","CHUNB40088","Dendrophidion_dendrophis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"245","UMMZ_202038","Diadophis_punctatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"246","MVZ_Herp_245373","Dipsadoboa_brevirostris",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"247","CAS_197901","Dipsadoboa_duchesnii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"248","CAS_254592","Dipsadoboa_underwoodi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"249","MVZ_Herp_253208","Dipsadoboa_weileri",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"250","GRCOLLI25659","Dipsas_bucephala",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"251","CHUNB40089","Dipsas_catesbyi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"252","UMFS_23001","Dipsas_indica",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"253","CHUNB44840",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"254","SMG_5515","Dispholidus_typus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"255","CHUNB40090","Drepanoides_anomalus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"256","RAB_00246","Drymarchon_corais",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"257","TJC1029","Drymarchon_melanurus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"258","MVZ_Herp_263379","Drymobius_chloroticus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"259","TJC1190","Drymobius_margaritiferus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"260","UMMZ_245052","Drymobius_rhombifer",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"261","CHUNB47090","Drymobius_rhombifer",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"262","RAB_00524","Drymoluber_dichrous",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"263","RAP0536","Lycodon_nympha",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"264","KU315167","Dryophiops_philippina",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"265","FTB2828","Elaphe_anomala",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"266","FTB2806","Elaphe_bimaculata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"267","FTB2818","Elaphe_carinata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"268","FTB2913","Elaphe_climacophora",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"269","FTB2301","Elaphe_davidi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"270","FTB2239","Elaphe_dione",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"271","FTB2914","Elaphe_quadrivirgata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"272","FTB2889","Elaphe_quatuorlineata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"273","FTB2830","Elaphe_schrenckii",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"274","FTB2812",NA,FALSE,FALSE,FALSE,"j.ympev.2017.03.017",NA,FALSE,"published","roguenarok"
"275","CHUNB51438","Erythrolamprus_aesculapii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"276","CHUNB52056","Erythrolamprus_almadensis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"277","CHUNB41104","Erythrolamprus_breviceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"278","ERAB3001","Erythrolamprus_maryellenae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"279","CHUNB69462","Erythrolamprus_mossoroensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"280","CAS_245326","Erythrolamprus_ocellatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"281","GRCOLLI23352","Erythrolamprus_poecilogyrus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"282","UMMZ_245062","Erythrolamprus_reginae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"283","UMMZ_245064","Erythrolamprus_taeniogaster",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"284","GRCOLLI22519","Erythrolamprus_typhlus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"285","FTB2901","Euprepiophis_conspicillata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"286","FTB2817","Euprepiophis_mandarinus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"287","FTB2871","Euprepiophis_perlacea",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"288","UMMZ_205023","Farancia_abacura",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"289","TJC780","Ficimia_publia",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"290","MVZ_Herp_149887","Geophis_brachycephalus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"291","MVZ_Herp_204105","Geophis_hoffmanni",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"292","MVZ_Herp_264221","Geophis_immaculatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"293","MVZ_Herp_150187","Geophis_laticinctus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"294","MVZ_Herp_137111","Geophis_mutitorques",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"295","MVZ_Herp_256839","Geophis_nasalis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"296","MVZ_Herp_269537",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","roguenarok"
"297","MVZ_Herp_137110","Geophis_semidoliatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"298","MVZ_Herp_149886","Geophis_zeledoni",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"299","FTB2307","Gonyosoma_boulengeri",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"300","UMMZ_225401","Gonyosoma_frenatum",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"301","I0093","Gonyosoma_oxycephalum",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"302","FTB2241","Gonyosoma_prasinum",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"303","MCZ188643","Grayia_ornata",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"304","MCZ182627","Grayia_smithii",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"305","COL9","Gyalopion_canum",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",FALSE,"published","bad_quality"
"306","USNM315524","Gyalopion_canum",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"307","UMMZ_209969","Haldea_striatula",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"308","FTB2479","Hapsidophrys_lineatus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"309","CAS_220256","Hebius_xenura",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"310","UMMZ_209972","Helicops_angulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"311","CHUNB71348","Helicops_carinicaudus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"312","GRCOLLI25255","Helicops_leopardinus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"313","CHUNB38641","Helicops_modestus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"314","UMMZ_205992","Helicops_infrataeniatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"315","CHUNB45364","Helicops_trivittatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"316","FTB2908","Hemorrhois_hippocrepis",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"317","MHP8535",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"318","UMMZ_210085","Heterodon_platirhinos",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"319","ICSTZM7H1016",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"320","KU328837",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"321","CHUNB38982","Hydrodynastes_bicinctus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"322","UMMZ_209971","Hydrops_triangularis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"323","UMMZ_210731",NA,FALSE,FALSE,TRUE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"324","UMMZ_245056","Imantodes_cenchoa",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"325","UMFS_23131","Imantodes_lentiferus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"326","TJCA13","Imantodes_tenuissimus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"327","K_KHOSROW","Iranian_colubrine",FALSE,FALSE,FALSE,"pyron_sqcl2_2",NA,FALSE,"new","bad_quality"
"328","FTB1567","Lampropeltis_alterna",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"329","FTB1461","Lampropeltis_californiae",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"330","FTB2894","Lampropeltis_calligaster",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"331","FTB1756","Lampropeltis_elapsoides",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"332","FTB1193","Lampropeltis_extenuata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"333","SDSU_4351",NA,FALSE,FALSE,FALSE,"10.1016/j.ympev.2016.04.015",NA,FALSE,"published","roguenarok"
"334","FTB1383","Lampropeltis_holbrooki",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"335","FTB2244","Lampropeltis_knoblochi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"336","RB3","Lampropeltis_mexicana",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"337","FTB1775","Lampropeltis_nigra",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"338","FTB2070","Lampropeltis_pyromelana",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"339","RB2","Lampropeltis_ruthveni",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"340","FTB1554","Lampropeltis_splendida",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"341","UMMZ_221378",NA,FALSE,FALSE,TRUE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"342","FTB1560","Lampropeltis_webbi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"343","FTB2775","Lampropeltis_zonata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"344","LJVITT09836","Leptodeira_annulata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"345","FN256061","Leptodrymus_pulcherrimus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"346","CHUNB40092","Leptophis_ahaetulla",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"347","FN253772","Leptophis_depressirostris",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"348","TJC1023","Leptophis_mexicanus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"349","MVZ_Herp_264317",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"350","UMMZ_190427","Liodytes_alleni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"351","FTB594","Liodytes_rigida",TRUE,TRUE,FALSE,"j.ympev.2014.08.023","genomic",TRUE,"published","inTopoConstraint"
"352","CAS_225548","Liopeltis_frenata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"353","FMNH259193","Liopeltis_stoliczkae",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"354","UMMZ_201912","Liopeltis_tricolor",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"355","RAB_00226","Erythrolamprus_reginae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"356","UMMZ_245061","Erythrolamprus_reginae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"357","RAP0447","Lycodon_carinatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"358","CAS_241963","Lycodon_gongshan",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"359","RAP0528","Lycodon_anamallensis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"360","UMMZ_190601","Lycodon_rufozonatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"361","FK_2774","Lycodon_subcinctus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"362","CHUNB36556","Lygophis_dilepis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"363","LJVITT10291","Lygophis_meridionalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"364","GRCOLLI26916","Lygophis_paucidens",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"365","MVZ_Herp_248463","Lytorhynchus_maynardi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"366","CAS_228566","Lytorhynchus_ridgewayi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"367","UMMZ_190534",NA,FALSE,FALSE,FALSE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"368","UMMZ_205022","Magliophis_exiguus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"369","CHUNB59040","Palusophis_bifossatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"370","CHUNB68915","Mastigodryas_boddaerti",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"371","MVZ_Herp_263776","Mastigodryas_dorsalis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"372","KU289864","Mastigodryas_dorsalis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",FALSE,"new","bad_quality"
"373","TJC971","Mastigodryas_melanolomus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"374","MVZ_Herp_245377","Meizodon_coronatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"375","CHUNB41755","Mussurana_quimi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"376","CAS_253490","Natriciteres_fuliginoides",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"377","DBS353",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"378","UMMZ_205025","Nerodia_sipedon",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"379","FTB2500","Nerodia_sipedon",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",FALSE,"published","bad_quality"
"380","TJC1208","Ninia_diademata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"381","MVZ_Herp_204122","Ninia_maculata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"382","MVZ_Herp_204114","Ninia_psephota",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"383","TJC827","Ninia_sebae",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"384","CAS_216636","Oligodon_albocinctus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"385","RAP0483","Oligodon_arnensis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"386","RS-OC","Oligodon_calamarius",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"387","FMNH255565","Oligodon_catenatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"388","CAS_233295","Oligodon_dorsalis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"389","CAS_221086","Oligodon_mcdougalli",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"390","UMMZ_201913","Oligodon_octolineatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"391","RAP0504","Oligodon_sublineatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"392","RS-136","Oligodon_taeniolatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"393","MVZ_Herp_268499","Oligodon_waandersi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"394","I0119","Oocatochus_rufodorsatus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"395","TJC160","Opheodrys_aestivus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"396","UMMZ_239370","Opheodrys_vernalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
