sample,species,repDBtaxon,RepDBnotes,remainsUncertain,manualMatch,manualNotes
TJC1190,Drymobius_margaritiferus,Drymobius margaritiferus,exact mapping via accepted,FALSE,,
UMMZ_245052,Drymobius_rhombifer,Drymobius rhombifer,exact mapping via accepted,FALSE,,
RAB_00524,Drymoluber_dichrous,Drymoluber dichrous,exact mapping via accepted,FALSE,,
KU315167,Dryophiops_philippina,Dryophiops philippina,exact mapping via accepted,FALSE,,
SAMAR20837,Echiopsis_curta,Echiopsis curta,exact mapping via accepted,FALSE,,
CUMV_14263_Eg_depr,Egernia_depressa,Egernia depressa,exact mapping via accepted,FALSE,,
AMSR93467,Egernia_saxatilis,Egernia saxatilis,exact mapping via accepted,FALSE,,
FTB2828,Elaphe_anomala,Elaphe anomala,exact mapping via accepted,FALSE,,
FTB2806,Elaphe_bimaculata,Elaphe bimaculata,exact mapping via accepted,FALSE,,
FTB2818,Elaphe_carinata,Elaphe carinata,exact mapping via accepted,FALSE,,
FTB2913,Elaphe_climacophora,Elaphe climacophora,exact mapping via accepted,FALSE,,
FTB2301,Elaphe_davidi,Elaphe davidi,exact mapping via accepted,FALSE,,
FTB2239,Elaphe_dione,Elaphe dione,exact mapping via accepted,FALSE,,
FTB2914,Elaphe_quadrivirgata,Elaphe quadrivirgata,exact mapping via accepted,FALSE,,
FTB2830,Elaphe_schrenckii,Elaphe schrenckii,exact mapping via accepted,FALSE,,
SAMAR22967,Elapognathus_coronatus,Elapognathus coronatus,exact mapping via accepted,FALSE,,
RAN42290,Elapotinus_picteti,Elapotinus picteti,exact mapping via accepted,FALSE,,
UMMZ_221220,Elgaria_kingii,Elgaria kingii,exact mapping via accepted,FALSE,,
NTMR17784,Emydocephalus_annulatus,Emydocephalus annulatus,exact mapping via accepted,FALSE,,
KU_212627,Enyalioides_laticeps,Enyalioides laticeps,exact mapping via accepted,FALSE,,
GRCOLLI21921,Enyalius_bibronii,Enyalius bibronii,exact mapping via accepted,FALSE,,
CAS_228522,Eremias_kavirensis,Eremias kavirensis,exact mapping via accepted,FALSE,,
CAS_228805,Eremias_lineolata,Eremias lineolata,exact mapping via accepted,FALSE,,
SAMAR_24711_Er_doug,Eremiascincus_douglasi,Eremiascincus douglasi,exact mapping via accepted,FALSE,,
QMJ_51111_Er_pard,Eremiascincus_pardalis,Eremiascincus pardalis,exact mapping via accepted,FALSE,,
UMMZ_244332_er_rich,Eremiascincus_richardsonii,Eremiascincus richardsonii,exact mapping via accepted,FALSE,,
UMFS_10142,Erpeton_tentaculatum,Erpeton tentaculatum,exact mapping via accepted,FALSE,,
CHUNB51438,Erythrolamprus_aesculapii,Erythrolamprus aesculapii,exact mapping via accepted,FALSE,,
CHUNB52056,Erythrolamprus_almadensis,Erythrolamprus almadensis,exact mapping via accepted,FALSE,,
ERAB3001,Erythrolamprus_maryellenae,Erythrolamprus maryellenae,exact mapping via accepted,FALSE,,
CHUNB69462,Erythrolamprus_mossoroensis,Erythrolamprus mossoroensis,exact mapping via accepted,FALSE,,
CAS_245326,Erythrolamprus_ocellatus,Erythrolamprus ocellatus,exact mapping via accepted,FALSE,,
GRCOLLI23352,Erythrolamprus_poecilogyrus,Erythrolamprus poecilogyrus,exact mapping via accepted,FALSE,,
UMMZ_245064,Erythrolamprus_taeniogaster,Erythrolamprus taeniogaster,exact mapping via accepted,FALSE,,
GRCOLLI22519,Erythrolamprus_typhlus,Erythrolamprus typhlus,exact mapping via accepted,FALSE,,
ATOL_A103,Eryx_colubrinus,Eryx colubrinus,exact mapping via accepted,FALSE,,
UMMZ_242515,Eugongylus_rufescens,Eugongylus rufescens,exact mapping via accepted,FALSE,,
SAMAR_33694_Eu_quoy,Eulamprus_quoyii,Eulamprus quoyii,exact mapping via accepted,FALSE,,
SAMAR_32583_Eu_tymp,Eulamprus_tympanum,Eulamprus tympanum,exact mapping via accepted,FALSE,,
FTB2901,Euprepiophis_conspicillata,Euprepiophis conspicillata,exact mapping via accepted,FALSE,,
FTB2817,Euprepiophis_mandarinus,Euprepiophis mandarinus,exact mapping via accepted,FALSE,,
FTB2871,Euprepiophis_perlacea,Euprepiophis perlacea,exact mapping via accepted,FALSE,,
MVZ246017,Eurylepis_taeniolata,Eurylepis taeniolata,exact mapping via accepted,FALSE,,
UTA-R_12233,Exiliboa_placata,Exiliboa placata,exact mapping via accepted,FALSE,,
UMMZ_205023,Farancia_abacura,Farancia abacura,exact mapping via accepted,FALSE,,
TJC780,Ficimia_publia,Ficimia publia,exact mapping via accepted,FALSE,,
TJC780,Ficimia_publia,Ficimia publia,exact mapping via accepted,FALSE,,
NTMR10697,Fordonia_leucobalia,Fordonia leucobalia,exact mapping via accepted,FALSE,,
AMSR122403,Gehyra_baliola,Gehyra baliola,exact mapping via accepted,FALSE,,
SAMAR38950,Gehyra_lazelli,Gehyra lazelli,exact mapping via accepted,FALSE,,
BPBM34745,Gehyra_membranacruralis,Gehyra membranacruralis,exact mapping via accepted,FALSE,,
UMMZ_207580,Gehyra_mutilata,Gehyra mutilata,exact mapping via accepted,FALSE,,
CCM1826,Gehyra_nana,Gehyra nana,exact mapping via accepted,FALSE,,
CCM1361,Gehyra_nana,Gehyra nana,exact mapping via accepted,FALSE,,
SAMAR69881,Gehyra_rohan,Gehyra rohan,exact mapping via accepted,FALSE,,
CCM1723,Gehyra_xenopus,Gehyra xenopus,exact mapping via accepted,FALSE,,
SDSU3896,Gekko_gecko,Gekko gecko,exact mapping via accepted,FALSE,,
MVZ_Herp_204105,Geophis_hoffmanni,Geophis hoffmanni,exact mapping via accepted,FALSE,,
MVZ_Herp_264221,Geophis_immaculatus,Geophis immaculatus,exact mapping via accepted,FALSE,,
MVZ_Herp_150187,Geophis_laticinctus,Geophis laticinctus,exact mapping via accepted,FALSE,,
MVZ_Herp_137111,Geophis_mutitorques,Geophis mutitorques,exact mapping via accepted,FALSE,,
MVZ_Herp_256839,Geophis_nasalis,Geophis nasalis,exact mapping via accepted,FALSE,,
MVZ_Herp_149886,Geophis_zeledoni,Geophis zeledoni,exact mapping via accepted,FALSE,,
CAS204972,Gerarda_prevostiana,Gerarda prevostiana,exact mapping via accepted,FALSE,,
CAS204972,Gerarda_prevostiana,Gerarda prevostiana,exact mapping via accepted,FALSE,,
NTMR_20408_Gl_darw,Glaphyromorphus_darwiniensis,Glaphyromorphus darwiniensis,exact mapping via accepted,FALSE,,
QMJ_41359_Gl_fusc,Glaphyromorphus_fuscicaudis,Glaphyromorphus fuscicaudis,exact mapping via accepted,FALSE,,
QMJ_48381_Gl_mjob,Glaphyromorphus_mjobergi,Glaphyromorphus mjobergi,exact mapping via accepted,FALSE,,
QMJ_51110_Gl_nigr,Glaphyromorphus_nigricaudis,Glaphyromorphus nigricaudis,exact mapping via accepted,FALSE,,
AMSR_94572_Gl_pumi,Glaphyromorphus_pumilus,Glaphyromorphus pumilus,exact mapping via accepted,FALSE,,
QMJ_83221_Gl_punc,Glaphyromorphus_punctulatus,Glaphyromorphus punctulatus,exact mapping via accepted,FALSE,,
CHUNB47668,Glaucomastix_abaetensis,Glaucomastix abaetensis,exact mapping via accepted,FALSE,,
CHUNB42582,Glaucomastix_littoralis,Glaucomastix littoralis,exact mapping via accepted,FALSE,,
AEH003,Gonatodes_albogularis,Gonatodes albogularis,exact mapping via accepted,FALSE,,
LJVITT09845,Gonatodes_eladioi,Gonatodes eladioi,exact mapping via accepted,FALSE,,
UMMZ_245015,Gonatodes_hasemani,Gonatodes hasemani,exact mapping via accepted,FALSE,,
CHUNB22726,Gonatodes_humeralis,Gonatodes humeralis,exact mapping via accepted,FALSE,,
rmb9384,Gonocephalus_interruptus,Gonocephalus interruptus,exact mapping via accepted,FALSE,,
rmb8061,Gonocephalus_sophiae,Gonocephalus sophiae,exact mapping via accepted,FALSE,,
FTB2307,Gonyosoma_boulengeri,Gonyosoma boulengeri,exact mapping via accepted,FALSE,,
UMMZ_225401,Gonyosoma_frenatum,Gonyosoma frenatum,exact mapping via accepted,FALSE,,
I0093,Gonyosoma_oxycephalum,Gonyosoma oxycephalum,exact mapping via accepted,FALSE,,
FTB2241,Gonyosoma_prasinum,Gonyosoma prasinum,exact mapping via accepted,FALSE,,
UMFS_20601,Gowidon_longirostris,Gowidon longirostris,exact mapping via accepted,FALSE,,
RAN_65460,Grandidierina_lineata,Grandidierina lineata,exact mapping via accepted,FALSE,,
MCZ188643,Grayia_ornata,Grayia ornata,exact mapping via accepted,FALSE,,
MCZ182627,Grayia_smithii,Grayia smithii,exact mapping via accepted,FALSE,,
MCZ182627,Grayia_smithii,Grayia smithii,exact mapping via accepted,FALSE,,
COL9,Gyalopion_canum,Gyalopion canum,exact mapping via accepted,FALSE,,
USNM315524,Gyalopion_canum,Gyalopion canum,exact mapping via accepted,FALSE,,
CHUNB52007,Gymnodactylus_amarali,Gymnodactylus amarali,exact mapping via accepted,FALSE,,
CHUNB56644,Gymnodactylus_darwinii,Gymnodactylus darwinii,exact mapping via accepted,FALSE,,
UMMZ_209969,Haldea_striatula,Haldea striatula,exact mapping via accepted,FALSE,,
FTB2479,Hapsidophrys_lineatus,Hapsidophrys lineatus,exact mapping via accepted,FALSE,,
ABTC100626,Harrisoniascincus_zia,Harrisoniascincus zia,exact mapping via accepted,FALSE,,
CAS_220256,Hebius_xenura,Hebius xenura,exact mapping via accepted,FALSE,,
UMMZ_209972,Helicops_angulatus,Helicops angulatus,exact mapping via accepted,FALSE,,
CHUNB71348,Helicops_carinicaudus,Helicops carinicaudus,exact mapping via accepted,FALSE,,
GRCOLLI25255,Helicops_leopardinus,Helicops leopardinus,exact mapping via accepted,FALSE,,
CHUNB38641,Helicops_modestus,Helicops modestus,exact mapping via accepted,FALSE,,
CHUNB45364,Helicops_trivittatus,Helicops trivittatus,exact mapping via accepted,FALSE,,
CHUNB45364,Helicops_trivittatus,Helicops trivittatus,exact mapping via accepted,FALSE,,
UMFS_10133,Heloderma_suspectum,Heloderma suspectum,exact mapping via accepted,FALSE,,
ABTC6511,Hemiaspis_damelii,Hemiaspis damelii,exact mapping via accepted,FALSE,,
CHUNB61939,Hemidactylus_agrius,Hemidactylus agrius,exact mapping via accepted,FALSE,,
CAS_208455,Hemidactylus_aquilonius,Hemidactylus aquilonius,exact mapping via accepted,FALSE,,
CHUNB41095,Hemidactylus_brasilianus,Hemidactylus brasilianus,exact mapping via accepted,FALSE,,
SAMAR55834,Hemidactylus_frenatus,Hemidactylus frenatus,exact mapping via accepted,FALSE,,
MCZ_Herp_R187710,Hemidactylus_kamdemtohami,Hemidactylus kamdemtohami,exact mapping via accepted,FALSE,,
CHUNB40063,Hemidactylus_mabouia,Hemidactylus mabouia,exact mapping via accepted,FALSE,,
CAS_254518,Hemidactylus_muriceus,Hemidactylus muriceus,exact mapping via accepted,FALSE,,
CAS_219198,Hemidactylus_principensis,Hemidactylus principensis,exact mapping via accepted,FALSE,,
CAS_213320,Hemidactylus_thayene,Hemidactylus thayene,exact mapping via accepted,FALSE,,
SAMAR_51993_He_mill,Hemiergis_millewae,Hemiergis millewae,exact mapping via accepted,FALSE,,
FTB2908,Hemorrhois_hippocrepis,Hemorrhois hippocrepis,exact mapping via accepted,FALSE,,
SAMAR23034,Hesperoedura_reticulata,Hesperoedura reticulata,exact mapping via accepted,FALSE,,
UMMZ_210085,Heterodon_platirhinos,Heterodon platirhinos,exact mapping via accepted,FALSE,,
RAN58882,Heteroliodon_occipitalis,Heteroliodon occipitalis,exact mapping via accepted,FALSE,,
UMMZ_244243_he_bino,Heteronotia_binoei,Heteronotia binoei,exact mapping via accepted,FALSE,,
CCM1823,Heteronotia_planiceps,Heteronotia planiceps,exact mapping via accepted,FALSE,,
HERPET156390,Holcosus_festivus,Holcosus festivus,exact mapping via accepted,FALSE,,
MVZHerp149848,Holcosus_leptophrys,Holcosus leptophrys,exact mapping via accepted,FALSE,,
GDC2260,Holcosus_quadrilineatus,Holcosus quadrilineatus,exact mapping via accepted,FALSE,,
KU218388,Holcosus_septemlineatus,Holcosus septemlineatus,exact mapping via accepted,FALSE,,
FN253909,Holcosus_undulatus,Holcosus undulatus,exact mapping via accepted,FALSE,,
MVZ_Herp_258368,Homalopsis_nigroventralis,Homalopsis nigroventralis,exact mapping via accepted,FALSE,,
CAS_229655,Homalopsis_semizonata,Homalopsis semizonata,exact mapping via accepted,FALSE,,
LJAMM-CNP10495,Homonota_fasciata,Homonota fasciata,exact mapping via accepted,FALSE,,
SAMAR54537,Hoplocephalus_bitorquatus,Hoplocephalus bitorquatus,exact mapping via accepted,FALSE,,
CHUNB74034,Hoplocercus_spinosus,Hoplocercus spinosus,exact mapping via accepted,FALSE,,
NTMR16471,Hydrelaps_darwiniensis,Hydrelaps darwiniensis,exact mapping via accepted,FALSE,,
CHUNB38982,Hydrodynastes_bicinctus,Hydrodynastes bicinctus,exact mapping via accepted,FALSE,,
QMJ79068,Hydrophis_kingii,Hydrophis kingii,exact mapping via accepted,FALSE,,
QMJ81627,Hydrophis_macdowelli,Hydrophis macdowelli,exact mapping via accepted,FALSE,,
FK_3102,Hydrophis_platurus,Hydrophis platurus,exact mapping via accepted,FALSE,,
RAP0552,Hypnale_zara,Hypnale zara,exact mapping via accepted,FALSE,,
ABTC90139,Hypsilurus_auritus,Hypsilurus auritus,exact mapping via accepted,FALSE,,
AMSR122474,Hypsilurus_magnus,Hypsilurus magnus,exact mapping via accepted,FALSE,,
AMSR122434,Hypsilurus_modestus,Hypsilurus modestus,exact mapping via accepted,FALSE,,
ABTC136665,Hypsilurus_schoedei,Hypsilurus schoedei,exact mapping via accepted,FALSE,,
MVZ149849,Iguana_iguana,Iguana iguana,exact mapping via accepted,FALSE,,
UMMZ_245056,Imantodes_cenchoa,Imantodes cenchoa,exact mapping via accepted,FALSE,,
UMFS_23131,Imantodes_lentiferus,Imantodes lentiferus,exact mapping via accepted,FALSE,,
TJCA13,Imantodes_tenuissimus,Imantodes tenuissimus,exact mapping via accepted,FALSE,,
UMMZ_242536,Indotyphlops_madgemintonae,Indotyphlops madgemintonae,exact mapping via accepted,FALSE,,
ABTC32057,Intellagama_lesueurii,Intellagama lesueurii,exact mapping via accepted,FALSE,,
GRCOLLI06954,Iphisa_elegans,Iphisa elegans,exact mapping via accepted,FALSE,,
RAX10462,Ithycyphus_goudoti,Ithycyphus goudoti,exact mapping via accepted,FALSE,,
RAX2400,Ithycyphus_miniatus,Ithycyphus miniatus,exact mapping via accepted,FALSE,,
CHUNB11420,Kentropyx_altamazonica,Kentropyx altamazonica,exact mapping via accepted,FALSE,,
CHUNB51969,Kentropyx_calcarata,Kentropyx calcarata,exact mapping via accepted,FALSE,,
CHUNB52366,Kentropyx_paulensis,Kentropyx paulensis,exact mapping via accepted,FALSE,,
UMMZ_245041,Kentropyx_pelviceps,Kentropyx pelviceps,exact mapping via accepted,FALSE,,
CHUNB30831,Kentropyx_striata,Kentropyx striata,exact mapping via accepted,FALSE,,
GRCOLLI21749,Kentropyx_vanzoi,Kentropyx vanzoi,exact mapping via accepted,FALSE,,
TJC849,Laemanctus_serratus,Laemanctus serratus,exact mapping via accepted,FALSE,,
UMFS_11279,Lamprolepis_smaragdina,Lamprolepis smaragdina,exact mapping via accepted,FALSE,,
FTB1567,Lampropeltis_alterna,Lampropeltis alterna,exact mapping via accepted,FALSE,,
FTB1461,Lampropeltis_californiae,Lampropeltis californiae,exact mapping via accepted,FALSE,,
FTB2894,Lampropeltis_calligaster,Lampropeltis calligaster,exact mapping via accepted,FALSE,,
FTB1756,Lampropeltis_elapsoides,Lampropeltis elapsoides,exact mapping via accepted,FALSE,,
FTB1193,Lampropeltis_extenuata,Lampropeltis extenuata,exact mapping via accepted,FALSE,,
FTB1383,Lampropeltis_holbrooki,Lampropeltis holbrooki,exact mapping via accepted,FALSE,,
FTB2244,Lampropeltis_knoblochi,Lampropeltis knoblochi,exact mapping via accepted,FALSE,,
FTB1775,Lampropeltis_nigra,Lampropeltis nigra,exact mapping via accepted,FALSE,,
RB2,Lampropeltis_ruthveni,Lampropeltis ruthveni,exact mapping via accepted,FALSE,,
FTB1554,Lampropeltis_splendida,Lampropeltis splendida,exact mapping via accepted,FALSE,,
FTB1560,Lampropeltis_webbi,Lampropeltis webbi,exact mapping via accepted,FALSE,,
FTB2775,Lampropeltis_zonata,Lampropeltis zonata,exact mapping via accepted,FALSE,,
TJC286,Lamprophis_erlangeri,Lamprophis erlangeri,exact mapping via accepted,FALSE,,
LAMP_GEO_1,Lamprophis_geometricus,Lamprophis geometricus,exact mapping via accepted,FALSE,,
CONX5113,Lampropholis_coggeri,Lampropholis coggeri,exact mapping via accepted,FALSE,,
CCM008,Lampropholis_mirabilis,Lampropholis mirabilis,exact mapping via accepted,FALSE,,
UMMZ_209371,Langaha_madagascariensis,Langaha madagascariensis,exact mapping via accepted,FALSE,,
ISIS_393113,Lanthanotus_borneensis,Lanthanotus borneensis,exact mapping via accepted,FALSE,,
TJC1498,Latastia_doriai,Latastia doriai,exact mapping via accepted,FALSE,,
AMSR124795,Laticauda_colubrina,Laticauda colubrina,exact mapping via accepted,FALSE,,
CAS_232150,Laudakia_agrorensis,Laudakia agrorensis,exact mapping via accepted,FALSE,,
MVZ_Herp_248402,Laudakia_melanura,Laudakia melanura,exact mapping via accepted,FALSE,,
SBH_101427,Leiocephalus_barahonensis,Leiocephalus barahonensis,exact mapping via accepted,FALSE,,
MCZ_Herp_R189884,Leiocephalus_macropus,Leiocephalus macropus,exact mapping via accepted,FALSE,,
MCZ_Herp_R190725,Leiocephalus_melanochlorus,Leiocephalus melanochlorus,exact mapping via accepted,FALSE,,
RAN_64983,Leioheterodon_geayi,Leioheterodon geayi,exact mapping via accepted,FALSE,,
RAX11507,Leioheterodon_madagascariensis,Leioheterodon madagascariensis,exact mapping via accepted,FALSE,,
CAS_210725,Leiolepis_belliana,Leiolepis belliana,exact mapping via accepted,FALSE,,
UMFS_10461,Leiolopisma_telfairii,Leiolopisma telfairii,exact mapping via accepted,FALSE,,
ABTC50585,Lepidodactylus_magnus,Lepidodactylus magnus,exact mapping via accepted,FALSE,,
ABTC32753,Lepidodactylus_manni,Lepidodactylus manni,exact mapping via accepted,FALSE,,
FN256061,Leptodrymus_pulcherrimus,Leptodrymus pulcherrimus,exact mapping via accepted,FALSE,,
FN253772,Leptophis_depressirostris,Leptophis depressirostris,exact mapping via accepted,FALSE,,
TJC1023,Leptophis_mexicanus,Leptophis mexicanus,exact mapping via accepted,FALSE,,
TJC1023,Leptophis_mexicanus,Leptophis mexicanus,exact mapping via accepted,FALSE,,
SMG_5777,Leptosiaphos_kilimensis,Leptosiaphos kilimensis,exact mapping via accepted,FALSE,,
WAMR_116605_Le_bipe,Lerista_bipes,Lerista bipes,exact mapping via accepted,FALSE,,
WAMR_135139_Le_dese,Lerista_desertorum,Lerista desertorum,exact mapping via accepted,FALSE,,
WAMR_113669_Le_eleg,Lerista_elegans,Lerista elegans,exact mapping via accepted,FALSE,,
UMMZ_242679_Le_line,Lerista_lineopunctulata,Lerista lineopunctulata,exact mapping via accepted,FALSE,,
WAMR_134410_Le_macr,Lerista_macropisthopus,Lerista macropisthopus,exact mapping via accepted,FALSE,,
UMMZ_244363_le_timi,Lerista_muelleri,Lerista muelleri,exact mapping via accepted,FALSE,,
WAMR_164271_Le_verm,Lerista_vermicularis,Lerista vermicularis,exact mapping via accepted,FALSE,,
UMMZ_244266_li_burt,Lialis_burtonis,Lialis burtonis,exact mapping via accepted,FALSE,,
QMJ_88869,Liburnascincus_coensis,Liburnascincus coensis,exact mapping via accepted,FALSE,,
CONX5148,Liburnascincus_mundivensis,Liburnascincus mundivensis,exact mapping via accepted,FALSE,,
SDSNH_72826,Lichanura_trivirgata,Lichanura trivirgata,exact mapping via accepted,FALSE,,
UMMZ_190427,Liodytes_alleni,Liodytes alleni,exact mapping via accepted,FALSE,,
FTB594,Liodytes_rigida,Liodytes rigida,exact mapping via accepted,FALSE,,
FTB594,Liodytes_rigida,Liodytes rigida,exact mapping via accepted,FALSE,,
FTB594,Liodytes_rigida,Liodytes rigida,exact mapping via accepted,FALSE,,
MVZ_196515,Liolaemus_bellii,Liolaemus bellii,exact mapping via accepted,FALSE,,
MVZ_180141,Liolaemus_magellanicus,Liolaemus magellanicus,exact mapping via accepted,FALSE,,
MVZ_Herp_240678,Liolaemus_tregenzai,Liolaemus tregenzai,exact mapping via accepted,FALSE,,
MVZ_Herp_196648,Liolaemus_valdesianus,Liolaemus valdesianus,exact mapping via accepted,FALSE,,
FMNH259193,Liopeltis_stoliczkae,Liopeltis stoliczkae,exact mapping via accepted,FALSE,,
UMMZ_201912,Liopeltis_tricolor,Liopeltis tricolor,exact mapping via accepted,FALSE,,
RAN_64909,Liophidium_chabaudi,Liophidium chabaudi,exact mapping via accepted,FALSE,,
RAX2245,Liophidium_torquatum,Liophidium torquatum,exact mapping via accepted,FALSE,,
RAN40001,Liophidium_vaillanti,Liophidium vaillanti,exact mapping via accepted,FALSE,,
RAN38118,Liopholidophis_dimorphus,Liopholidophis dimorphus,exact mapping via accepted,FALSE,,
UMMZ_244330_eg_inor,Liopholis_inornata,Liopholis inornata,exact mapping via accepted,FALSE,,
WAMR132054,Liopholis_pulchra,Liopholis pulchra,exact mapping via accepted,FALSE,,
SBH_172151,Liotyphlops_albirostris,Liotyphlops albirostris,exact mapping via accepted,FALSE,,
GRCOLLI23142,Liotyphlops_beui,Liotyphlops beui,exact mapping via accepted,FALSE,,
CHUNB52063,Liotyphlops_ternetzii,Liotyphlops ternetzii,exact mapping via accepted,FALSE,,
CAS_236743,Lipinia_leptosoma,Lipinia leptosoma,exact mapping via accepted,FALSE,,
USNM305981,Lipinia_rabori,Lipinia rabori,exact mapping via accepted,FALSE,,
WAMR131278,Lissolepis_luctuosa,Lissolepis luctuosa,exact mapping via accepted,FALSE,,
BPBM18690,Lobulia_elegans,Lobulia elegans,exact mapping via accepted,FALSE,,
CCM6449,Lophognathus_gilberti,Lophognathus gilberti,exact mapping via accepted,FALSE,,
QMJ60630,Lophosaurus_boydii,Lophosaurus boydii,exact mapping via accepted,FALSE,,
AMSR122449,Lophosaurus_dilophus,Lophosaurus dilophus,exact mapping via accepted,FALSE,,
AMSR130058,Lophosaurus_spinipes,Lophosaurus spinipes,exact mapping via accepted,FALSE,,
ZA_46400,Loxocemus_bicolor,Loxocemus bicolor,exact mapping via accepted,FALSE,,
CHUNB56842,Loxopholis_osvaldoi,Loxopholis osvaldoi,exact mapping via accepted,FALSE,,
WAMR_151225_Lu_main,Lucasium_maini,Lucasium maini,exact mapping via accepted,FALSE,,
UMMZ_244237_di_squa,Lucasium_squarrosum,Lucasium squarrosum,exact mapping via accepted,FALSE,,
UMMZ_242582_Lu_sten,Lucasium_stenodactylum,Lucasium stenodactylum,exact mapping via accepted,FALSE,,
RAP0447,Lycodon_carinatus,Lycodon carinatus,exact mapping via accepted,FALSE,,
CAS_241963,Lycodon_gongshan,Lycodon gongshan,exact mapping via accepted,FALSE,,
UMMZ_190601,Lycodon_rufozonatus,Lycodon rufozonatus,exact mapping via accepted,FALSE,,
RAN39035,Lycodryas_inornatus,Lycodryas inornatus,exact mapping via accepted,FALSE,,
RAN39035,Lycodryas_inornatus,Lycodryas inornatus,exact mapping via accepted,FALSE,,
MCZ_Herp_R193283,Lycophidion_namibianum,Lycophidion namibianum,exact mapping via accepted,FALSE,,
CONX5602,Lygisaurus_macfarlani,Lygisaurus macfarlani,exact mapping via accepted,FALSE,,
ENR0770,Lygisaurus_novaeguineae,Lygisaurus novaeguineae,exact mapping via accepted,FALSE,,
CONX5673,Lygisaurus_parrhasius,Lygisaurus parrhasius,exact mapping via accepted,FALSE,,
CHUNB56575,Lygodactylus_klugei,Lygodactylus klugei,exact mapping via accepted,FALSE,,
CHUNB44780,Lygodactylus_wetzeli,Lygodactylus wetzeli,exact mapping via accepted,FALSE,,
CHUNB36556,Lygophis_dilepis,Lygophis dilepis,exact mapping via accepted,FALSE,,
LJVITT10291,Lygophis_meridionalis,Lygophis meridionalis,exact mapping via accepted,FALSE,,
GRCOLLI26916,Lygophis_paucidens,Lygophis paucidens,exact mapping via accepted,FALSE,,
CAS_206645,Lygosoma_anguinum,Lygosoma anguinum,exact mapping via accepted,FALSE,,
CAS_210503,Lygosoma_popae,Lygosoma popae,exact mapping via accepted,FALSE,,
AF128494,Lyriocephalus_scutatus,Lyriocephalus scutatus,exact mapping via accepted,FALSE,,
MVZ_Herp_248463,Lytorhynchus_maynardi,Lytorhynchus maynardi,exact mapping via accepted,FALSE,,
CAS_228566,Lytorhynchus_ridgewayi,Lytorhynchus ridgewayi,exact mapping via accepted,FALSE,,
RAX11706,Madagascarophis_colubrinus,Madagascarophis colubrinus,exact mapping via accepted,FALSE,,
RAX8426,Madagascarophis_ocellatus,Madagascarophis ocellatus,exact mapping via accepted,FALSE,,
UMMZ_209715,Madatyphlops_mucronatus,Madatyphlops mucronatus,exact mapping via accepted,FALSE,,
UMMZ_225576,Malayopython_reticulatus,Malayopython reticulatus,exact mapping via accepted,FALSE,,
CHUNB10472,Manciola_guaporicola,Manciola guaporicola,exact mapping via accepted,FALSE,,
fmnh262580,Mantheyus_phuwuanensis,Mantheyus phuwuanensis,exact mapping via accepted,FALSE,,
CWL615,Marisora_unimarginata,Marisora unimarginata,exact mapping via accepted,FALSE,,
MVZ_Herp_263776,Mastigodryas_dorsalis,Mastigodryas dorsalis,exact mapping via accepted,FALSE,,
KU289864,Mastigodryas_dorsalis,Mastigodryas dorsalis,exact mapping via accepted,FALSE,,
AGC321,Medopheos_edracanthus,Medopheos edracanthus,exact mapping via accepted,FALSE,,
MVZ_Herp_245377,Meizodon_coronatus,Meizodon coronatus,exact mapping via accepted,FALSE,,
UMMZ_244387_me_grey,Menetia_greyii,Menetia greyii,exact mapping via accepted,FALSE,,
UMMZ_244412_me_surd,Menetia_surda,Menetia surda,exact mapping via accepted,FALSE,,
MVZ_Herp_207341,Mesaspis_monticola,Mesaspis monticola,exact mapping via accepted,FALSE,,
MVZ_Herp_143473,Mesaspis_moreletii,Mesaspis moreletii,exact mapping via accepted,FALSE,,
MVZ_Herp_191057,Mesaspis_viridiflava,Mesaspis viridiflava,exact mapping via accepted,FALSE,,
CWL614,Mesoscincus_managuae,Mesoscincus managuae,exact mapping via accepted,FALSE,,
GRCOLLI05508,Micrablepharus_atticolus,Micrablepharus atticolus,exact mapping via accepted,FALSE,,
CHUNB52077,Micrablepharus_maximiliani,Micrablepharus maximiliani,exact mapping via accepted,FALSE,,
CHUNB52077,Micrablepharus_maximiliani,Micrablepharus maximiliani,exact mapping via accepted,FALSE,,
JPV_145,Microlophus_atacamensis,Microlophus atacamensis,exact mapping via accepted,FALSE,,
RAX7407,Micropisthodon_ochraceus,Micropisthodon ochraceus,exact mapping via accepted,FALSE,,
UMMZ_200295,Micruroides_euryxanthus,Micruroides euryxanthus,exact mapping via accepted,FALSE,,
RAB_00510,Micrurus_annellatus,Micrurus annellatus,exact mapping via accepted,FALSE,,
CHUNB52143,Micrurus_brasiliensis,Micrurus brasiliensis,exact mapping via accepted,FALSE,,
CHUNB64752,Micrurus_ibiboboca,Micrurus ibiboboca,exact mapping via accepted,FALSE,,
UMFS_22704,Micrurus_obscurus,Micrurus obscurus,exact mapping via accepted,FALSE,,
RAX11694,Mimophis_mahfalensis,Mimophis mahfalensis,exact mapping via accepted,FALSE,,
MVZ249721,Mochlus_brevicaudis,Mochlus brevicaudis,exact mapping via accepted,FALSE,,
UMMZ_244221_mo_horr,Moloch_horridus,Moloch horridus,exact mapping via accepted,FALSE,,
USNM576222,Monopeltis_guentheri,Monopeltis guentheri,exact mapping via accepted,FALSE,,
UMMZ_227701,Morelia_viridis,Morelia viridis,exact mapping via accepted,FALSE,,
